data,
1.4353327751159668,
1.3712377548217773,
1.4139604568481445,
1.3535757064819336,
1.2395844459533691,
1.3670012950897217,
1.3810126781463623,
1.2332496643066406,
1.4327621459960938,
1.2508387565612793,
1.2701210975646973,
1.4024734497070312,
1.2519090175628662,
1.258782148361206,
1.5133426189422607,
1.2632529735565186,
1.2680509090423584,
1.5901618003845215,
1.267019510269165,
1.2725744247436523,
1.2679407596588135,
1.2700016498565674,
1.6517767906188965,
1.2664580345153809,
1.26192307472229,
1.2769834995269775,
1.2590725421905518,
1.2647616863250732,
1.7375526428222656,
1.2622857093811035,
1.2595620155334473,
1.2613787651062012,
1.2683227062225342,
1.2551312446594238,
1.2609789371490479,
1.8332858085632324,
1.2544469833374023,
1.2530269622802734,
1.260582447052002,
1.2786383628845215,
1.2551307678222656,
1.2549066543579102,
1.2570505142211914,
1.252204179763794,
1.9676454067230225,
1.3402626514434814,
1.361405849456787,
1.2682313919067383,
1.2650885581970215,
1.3191497325897217,
1.2680890560150146,
1.269620418548584,
1.2796146869659424,
1.3069260120391846,
1.2763385772705078,
2.1987013816833496,
1.2725176811218262,
1.279144048690796,
1.275465726852417,
1.3015522956848145,
1.277209997177124,
1.2868390083312988,
1.275613784790039,
1.2765781879425049,
1.277189016342163,
1.2811510562896729,
1.2791697978973389,
1.2899372577667236,
1.273402452468872,
1.318368673324585,
2.404863119125366,
1.2929294109344482,
1.2921862602233887,
1.2842648029327393,
1.291487455368042,
1.2945692539215088,
1.2845418453216553,
1.2901856899261475,
1.297928810119629,
1.3193631172180176,
1.28718900680542,
1.2891323566436768,
1.2845180034637451,
1.2914953231811523,
1.2882637977600098,
1.288994312286377,
1.3425872325897217,
2.6877896785736084,
1.2858669757843018,
1.4664552211761475,
1.4288060665130615,
1.3010387420654297,
1.3065834045410156,
1.3019108772277832,
1.3095848560333252,
1.3011488914489746,
1.32316255569458,
1.3159162998199463,
1.29683256149292,
1.2974097728729248,
