data,
1.691939115524292,
1.3362112045288086,
1.3112306594848633,
1.3189198970794678,
1.2205591201782227,
1.3498013019561768,
1.3912112712860107,
1.2468128204345703,
1.4119012355804443,
1.2831435203552246,
1.2367339134216309,
1.4343762397766113,
1.2273774147033691,
1.3411097526550293,
1.4935071468353271,
1.248997688293457,
1.2246928215026855,
1.5556838512420654,
1.2326831817626953,
1.237199306488037,
1.2348730564117432,
1.232330560684204,
1.6177043914794922,
1.2242417335510254,
1.2293975353240967,
1.229881763458252,
1.2278056144714355,
1.2314541339874268,
1.7102715969085693,
1.2674195766448975,
1.228818655014038,
1.2864065170288086,
1.4488096237182617,
1.2628660202026367,
1.269491195678711,
1.8609509468078613,
1.279344081878662,
1.2635138034820557,
1.2964591979980469,
1.290285587310791,
1.2739393711090088,
1.267848014831543,
1.2726686000823975,
1.2726771831512451,
2.009150743484497,
1.2675752639770508,
1.267578363418579,
1.2667906284332275,
1.27376127243042,
1.2710061073303223,
1.2754850387573242,
1.267991304397583,
1.269670009613037,
1.2709715366363525,
1.2788686752319336,
2.200108766555786,
1.2861320972442627,
1.2766451835632324,
1.295353889465332,
1.2917850017547607,
1.3392159938812256,
1.3380780220031738,
1.4332525730133057,
1.794058084487915,
2.001988649368286,
1.8350558280944824,
1.388932466506958,
1.3060286045074463,
1.4895784854888916,
1.3109855651855469,
2.5080747604370117,
1.2719166278839111,
1.3192355632781982,
1.2890522480010986,
1.5386989116668701,
1.3101260662078857,
1.2813787460327148,
1.289712905883789,
1.289158582687378,
1.3211236000061035,
1.3402924537658691,
1.320551872253418,
1.3040330410003662,
1.2941606044769287,
1.2951714992523193,
1.3196568489074707,
1.302785873413086,
2.7281806468963623,
1.286264419555664,
1.293245553970337,
1.291036605834961,
1.2853569984436035,
1.2908380031585693,
1.2812120914459229,
1.2826731204986572,
1.272507905960083,
1.2936530113220215,
1.2688202857971191,
1.2750699520111084,
1.2776856422424316,
1.268432855606079,
1.275148630142212,
1.271068811416626,
1.2723305225372314,
1.2852835655212402,
1.2642815113067627,
1.2741050720214844,
1.2730450630187988,
1.299604892730713,
1.2854557037353516,
3.0275869369506836,
1.246415376663208,
1.2439031600952148,
1.2434556484222412,
1.2446672916412354,
1.2450904846191406,
1.2462890148162842,
1.247931957244873,
1.5184898376464844,
1.3249716758728027,
1.2742013931274414,
1.2929489612579346,
1.2935466766357422,
1.2743539810180664,
1.280707597732544,
1.307420015335083,
1.3133702278137207,
1.2872133255004883,
1.288517713546753,
1.295470952987671,
1.2989633083343506,
1.2870879173278809,
1.2783865928649902,
1.280832052230835,
1.2751710414886475,
1.2814927101135254,
1.2781486511230469,
3.5134036540985107,
1.265864372253418,
1.2649476528167725,
1.276487112045288,
1.2685396671295166,
1.2687382698059082,
1.2696385383605957,
1.2635579109191895,
1.2645676136016846,
1.2642595767974854,
1.2616767883300781,
1.264497995376587,
1.25777268409729,
1.2687132358551025,
1.2752509117126465,
1.2628130912780762,
1.2673065662384033,
1.2701175212860107,
1.271953821182251,
1.2668488025665283,
1.2658946514129639,
1.3246564865112305,
1.2645974159240723,
1.260784387588501,
1.2618913650512695,
1.2678608894348145,
1.5474236011505127,
1.3123414516448975,
1.2672185897827148,
1.2620863914489746,
1.2726664543151855,
1.2648708820343018,
1.262709617614746,
1.2790822982788086,
1.2840805053710938,
4.043528318405151,
1.2474191188812256,
1.2489705085754395,
1.2473435401916504,
1.2511634826660156,
1.2481162548065186,
1.246281623840332,
1.2503342628479004,
1.2495946884155273,
1.249882698059082,
1.2504172325134277,
1.2493932247161865,
1.2499964237213135,
