data,
0.390958309173584,
0.3727695941925049,
0.38085436820983887,
0.3749856948852539,
0.37467002868652344,
0.3865935802459717,
0.3852207660675049,
0.4359924793243408,
0.3787665367126465,
0.3893313407897949,
0.3698251247406006,
0.45204901695251465,
0.390643835067749,
0.4587428569793701,
0.4008054733276367,
0.3836374282836914,
0.37978172302246094,
0.37973594665527344,
0.6046984195709229,
0.5140328407287598,
0.40642762184143066,
0.3869915008544922,
0.3781898021697998,
0.3827354907989502,
0.3735947608947754,
0.4855358600616455,
0.49981188774108887,
0.4534575939178467,
0.43158698081970215,
0.41303324699401855,
0.4622511863708496,
0.6408965587615967,
0.679776668548584,
0.6091206073760986,
0.7007935047149658,
0.44458937644958496,
0.3877565860748291,
0.39344120025634766,
0.3946819305419922,
0.48578476905822754,
0.39246606826782227,
0.4020063877105713,
0.3999953269958496,
0.3998839855194092,
0.3952486515045166,
0.3898606300354004,
0.3965492248535156,
0.39845895767211914,
0.3918783664703369,
0.3975532054901123,
0.405301570892334,
0.41847729682922363,
0.39829516410827637,
0.3963139057159424,
0.39090824127197266,
0.40175676345825195,
0.39258718490600586,
0.4018518924713135,
0.46459341049194336,
0.4435596466064453,
0.5093588829040527,
0.46951723098754883,
0.5928561687469482,
0.6985511779785156,
0.4928622245788574,
0.42704248428344727,
0.603661298751831,
0.4357283115386963,
0.4697988033294678,
0.4591832160949707,
0.4081289768218994,
0.4519035816192627,
0.39670443534851074,
0.37912678718566895,
0.36070799827575684,
0.37644124031066895,
0.3640556335449219,
0.3699946403503418,
0.35889434814453125,
0.358642578125,
0.36267781257629395,
0.3565993309020996,
0.3553202152252197,
0.38350558280944824,
0.39600491523742676,
0.3796050548553467,
0.38835763931274414,
0.3820915222167969,
0.397735595703125,
0.3683896064758301,
0.3790435791015625,
0.3934485912322998,
0.3762531280517578,
0.3891487121582031,
0.39975929260253906,
0.39029932022094727,
0.39087438583374023,
0.389984130859375,
0.3781435489654541,
0.35573744773864746,
