data,
0.29892683029174805,
0.29419827461242676,
0.2944767475128174,
0.29410386085510254,
0.29330968856811523,
0.29332971572875977,
0.294050931930542,
0.2942667007446289,
0.2944495677947998,
0.3080301284790039,
0.2933197021484375,
0.29478955268859863,
0.29296445846557617,
0.2931389808654785,
0.29303884506225586,
0.2932260036468506,
0.2934298515319824,
0.29296183586120605,
0.2928731441497803,
0.29267454147338867,
0.29307031631469727,
0.2938389778137207,
0.29311156272888184,
0.2932901382446289,
0.29307126998901367,
0.2927522659301758,
0.29310131072998047,
0.2925891876220703,
0.29567790031433105,
0.29327845573425293,
0.2930450439453125,
0.30107903480529785,
0.3020603656768799,
0.294541597366333,
0.2932112216949463,
0.2957620620727539,
0.2938566207885742,
0.29446935653686523,
0.29392004013061523,
0.2936713695526123,
0.29499030113220215,
0.29758358001708984,
0.2940952777862549,
0.2938110828399658,
0.2939629554748535,
0.29349350929260254,
0.29331159591674805,
0.29280662536621094,
0.29317212104797363,
0.2932882308959961,
0.29392528533935547,
0.29334354400634766,
0.29523348808288574,
0.2942945957183838,
0.29456353187561035,
0.2945413589477539,
0.29389309883117676,
0.29476451873779297,
0.29389429092407227,
0.2939727306365967,
0.2943873405456543,
0.29343390464782715,
0.2947227954864502,
0.29434704780578613,
0.2936403751373291,
0.29355788230895996,
0.2931177616119385,
0.2938845157623291,
0.2929723262786865,
0.2964017391204834,
0.29341626167297363,
0.29451775550842285,
0.29493236541748047,
0.2937018871307373,
0.29427456855773926,
0.29343438148498535,
0.2935185432434082,
0.2936406135559082,
0.29366493225097656,
0.29410457611083984,
0.29429173469543457,
0.29439640045166016,
0.2945373058319092,
0.2954380512237549,
0.29534220695495605,
0.2957797050476074,
0.298764705657959,
0.2946767807006836,
0.2953782081604004,
0.29529905319213867,
0.29727840423583984,
0.29604053497314453,
0.2961294651031494,
0.29722046852111816,
0.29554319381713867,
0.29526829719543457,
0.29519104957580566,
0.2956972122192383,
0.294464111328125,
0.29482221603393555,
0.29508328437805176,
0.2954061031341553,
0.29439282417297363,
0.29634785652160645,
0.29493093490600586,
0.2957587242126465,
0.29494214057922363,
0.29500699043273926,
0.29544758796691895,
0.2958505153656006,
0.2959136962890625,
0.29444003105163574,
0.294658899307251,
0.2964158058166504,
0.29474329948425293,
0.29471611976623535,
0.29444193840026855,
0.2940201759338379,
0.29472994804382324,
0.29403162002563477,
0.2947530746459961,
0.29396653175354004,
0.29449963569641113,
0.2934560775756836,
0.29489946365356445,
0.29405856132507324,
0.29312658309936523,
0.2935657501220703,
0.29334092140197754,
0.2938351631164551,
0.29595303535461426,
0.3073263168334961,
0.2941575050354004,
0.29478025436401367,
0.2951059341430664,
0.29525017738342285,
0.299422025680542,
0.2951011657714844,
0.2949068546295166,
0.2953624725341797,
0.2949974536895752,
0.295320987701416,
0.29540371894836426,
0.2941157817840576,
0.29601597785949707,
0.2946038246154785,
0.29423046112060547,
0.2948567867279053,
0.29402685165405273,
0.2941312789916992,
0.29456591606140137,
0.2958223819732666,
0.2979156970977783,
0.33246397972106934,
0.3335268497467041,
0.3076026439666748,
0.30512261390686035,
0.29633235931396484,
0.29465627670288086,
0.2943534851074219,
0.29472780227661133,
0.29583239555358887,
0.2943415641784668,
0.2938578128814697,
0.2963542938232422,
0.29482078552246094,
0.293271541595459,
0.2942814826965332,
0.29414987564086914,
0.2941710948944092,
0.29396748542785645,
0.2940943241119385,
0.2953526973724365,
0.29340457916259766,
0.29360198974609375,
0.29523706436157227,
0.29335713386535645,
0.2932901382446289,
0.2940683364868164,
0.293748140335083,
0.2933683395385742,
0.29662537574768066,
0.29405689239501953,
0.293776273727417,
0.295196533203125,
0.29608631134033203,
0.2946441173553467,
0.297210693359375,
0.2949185371398926,
0.29500579833984375,
0.2938575744628906,
0.2954082489013672,
0.2942647933959961,
0.2937781810760498,
0.29400014877319336,
0.29645347595214844,
0.2943434715270996,
0.293550968170166,
0.2949085235595703,
0.2935669422149658,
0.29339599609375,
0.2945902347564697,
0.2940843105316162,
0.2939493656158447,
0.2937018871307373,
0.2954709529876709,
0.2955653667449951,
0.2942519187927246,
0.2942662239074707,
0.2945549488067627,
0.2946288585662842,
0.29591965675354004,
0.29412412643432617,
0.29393672943115234,
0.29381585121154785,
0.2947423458099365,
0.29450392723083496,
0.2930419445037842,
0.29347968101501465,
0.29396986961364746,
0.2934739589691162,
0.29393458366394043,
0.2942183017730713,
0.2947263717651367,
0.2936992645263672,
0.29410862922668457,
0.295367956161499,
0.29342007637023926,
0.2930278778076172,
0.29427266120910645,
0.2936530113220215,
0.2936441898345947,
0.29630541801452637,
0.294234037399292,
0.2936229705810547,
0.29464149475097656,
0.2957758903503418,
0.2939307689666748,
0.2959895133972168,
0.29425740242004395,
0.2948617935180664,
0.2945230007171631,
0.29432129859924316,
0.29503798484802246,
0.2936744689941406,
0.293776273727417,
0.3024764060974121,
0.2937581539154053,
0.294217586517334,
0.29572272300720215,
0.2949411869049072,
0.2952895164489746,
0.2972443103790283,
0.29665088653564453,
0.29522204399108887,
0.29667043685913086,
0.2964751720428467,
0.2989199161529541,
0.2962796688079834,
0.2976865768432617,
0.2983975410461426,
0.2967367172241211,
0.29761672019958496,
0.2979850769042969,
0.29779052734375,
0.297879695892334,
0.29740405082702637,
0.2986769676208496,
0.2985043525695801,
0.2973158359527588,
0.29851269721984863,
0.29785943031311035,
0.29851269721984863,
0.29743361473083496,
0.2987806797027588,
0.29810237884521484,
0.2987830638885498,
0.3008878231048584,
0.2985811233520508,
0.29906296730041504,
0.2994518280029297,
0.3001401424407959,
0.2990083694458008,
0.30001378059387207,
0.29992127418518066,
0.29935431480407715,
0.2993636131286621,
0.30049753189086914,
0.30083632469177246,
0.3028604984283447,
0.3001382350921631,
0.2999694347381592,
0.30098962783813477,
0.304471492767334,
0.3035547733306885,
0.2979288101196289,
0.29847240447998047,
0.29941797256469727,
0.2989625930786133,
0.2984781265258789,
0.3003420829772949,
0.3009192943572998,
0.3121216297149658,
0.3019123077392578,
0.3109924793243408,
0.29860877990722656,
0.30089688301086426,
0.3076322078704834,
0.29921603202819824,
0.297926664352417,
0.299938440322876,
0.29824113845825195,
0.2987861633300781,
0.29848527908325195,
0.2984354496002197,
0.29753994941711426,
0.29715943336486816,
0.2982914447784424,
0.2973213195800781,
0.2960691452026367,
0.2979147434234619,
0.2971928119659424,
0.2997303009033203,
0.29701781272888184,
0.3004448413848877,
0.2979261875152588,
0.2986934185028076,
0.29761528968811035,
0.29700803756713867,
0.2975912094116211,
0.30067896842956543,
0.30018138885498047,
0.32163286209106445,
0.29813623428344727,
0.29801297187805176,
0.2972605228424072,
0.29678988456726074,
0.31259703636169434,
0.3042936325073242,
0.30337023735046387,
0.30330562591552734,
0.3036189079284668,
0.3164100646972656,
0.31292223930358887,
0.30632948875427246,
0.3031163215637207,
0.3034491539001465,
0.3155951499938965,
0.3041877746582031,
0.3030681610107422,
0.3025941848754883,
0.30281996726989746,
0.3040027618408203,
0.3183138370513916,
0.34407472610473633,
0.34195995330810547,
0.32790637016296387,
0.32570862770080566,
0.33364295959472656,
0.30652832984924316,
0.30611586570739746,
0.30536770820617676,
0.31322407722473145,
0.3076746463775635,
0.3046262264251709,
0.30449366569519043,
0.3040156364440918,
0.30608463287353516,
0.3034939765930176,
0.30270886421203613,
0.303558349609375,
0.3056924343109131,
0.30271005630493164,
0.3029444217681885,
0.3025941848754883,
0.3033328056335449,
0.3071415424346924,
0.30372071266174316,
0.30383777618408203,
0.3019232749938965,
0.302781343460083,
0.3049027919769287,
0.30492305755615234,
0.30284953117370605,
0.3041846752166748,
0.3032560348510742,
0.3037564754486084,
0.30853796005249023,
0.30690646171569824,
0.30490779876708984,
0.30522608757019043,
0.30529212951660156,
0.30527186393737793,
0.30474424362182617,
0.3050498962402344,
0.30455517768859863,
0.3041985034942627,
0.3048210144042969,
0.3045670986175537,
0.3032522201538086,
0.3041081428527832,
0.30433130264282227,
0.30504822731018066,
0.3036768436431885,
0.3048098087310791,
0.30478787422180176,
0.305328369140625,
0.3048732280731201,
0.3057858943939209,
0.30645155906677246,
0.35496091842651367,
0.36007046699523926,
0.32894110679626465,
0.305588960647583,
0.30736804008483887,
0.3057546615600586,
0.30602073669433594,
0.3048262596130371,
0.3066742420196533,
0.30452632904052734,
0.3045833110809326,
0.30428385734558105,
0.3045318126678467,
0.3035404682159424,
0.3055715560913086,
0.30510902404785156,
0.306041955947876,
0.30556178092956543,
0.30771899223327637,
0.3068733215332031,
0.3059351444244385,
0.30647897720336914,
0.30981874465942383,
0.3082854747772217,
0.30939149856567383,
0.30883216857910156,
0.307631254196167,
0.3080170154571533,
0.30787086486816406,
0.30546045303344727,
0.30776453018188477,
0.30735111236572266,
0.3062472343444824,
0.30808281898498535,
0.30806517601013184,
0.30937671661376953,
0.308978796005249,
0.30622410774230957,
0.3051328659057617,
0.31997203826904297,
0.30281496047973633,
0.3026852607727051,
0.3029606342315674,
0.303727388381958,
0.303452730178833,
0.3028988838195801,
0.30440402030944824,
0.30248379707336426,
0.308565616607666,
0.3304905891418457,
0.30271315574645996,
0.3029944896697998,
0.3036363124847412,
0.3029501438140869,
0.3025078773498535,
0.30385661125183105,
0.30390286445617676,
0.3024013042449951,
0.30409955978393555,
0.30174779891967773,
0.30255603790283203,
0.3019559383392334,
0.30545592308044434,
0.3032565116882324,
0.3028991222381592,
0.301760196685791,
0.3030574321746826,
0.30126285552978516,
0.30144572257995605,
0.30242347717285156,
0.30150461196899414,
0.3026084899902344,
0.30310583114624023,
0.3010365962982178,
0.3020968437194824,
0.3032698631286621,
0.3047454357147217,
0.30237555503845215,
0.3026082515716553,
0.30330920219421387,
0.3017897605895996,
0.3020331859588623,
0.30287599563598633,
0.3021113872528076,
0.30240297317504883,
0.30230164527893066,
0.3029649257659912,
0.3016998767852783,
0.301694393157959,
0.30033397674560547,
0.301471471786499,
0.3023076057434082,
0.30146288871765137,
0.3004481792449951,
0.30113983154296875,
0.3009955883026123,
0.30299997329711914,
0.30172133445739746,
0.30294322967529297,
0.3018791675567627,
0.3015260696411133,
0.30387401580810547,
0.302382230758667,
0.30150890350341797,
0.30114102363586426,
0.30240321159362793,
0.30210304260253906,
0.3003661632537842,
0.30162692070007324,
0.3007547855377197,
0.301832914352417,
0.3004004955291748,
0.3006112575531006,
0.3014967441558838,
0.3000924587249756,
0.3011796474456787,
0.30219435691833496,
0.3008899688720703,
0.3016195297241211,
0.3018324375152588,
0.3016083240509033,
0.3012232780456543,
0.30138397216796875,
0.3023037910461426,
0.30469393730163574,
0.3032681941986084,
0.30229926109313965,
0.3024163246154785,
0.300323486328125,
0.3012199401855469,
0.30269742012023926,
0.3025243282318115,
0.30161023139953613,
0.30178308486938477,
0.3009309768676758,
0.3022031784057617,
0.3044123649597168,
0.30344128608703613,
0.3032197952270508,
0.30190062522888184,
0.3022732734680176,
0.33080196380615234,
0.3428354263305664,
0.3137388229370117,
0.31597352027893066,
0.31188392639160156,
0.3026854991912842,
0.30393338203430176,
0.3025476932525635,
0.302321195602417,
0.30309271812438965,
0.3029639720916748,
0.3022303581237793,
0.3016242980957031,
0.30278563499450684,
0.30146002769470215,
0.3036184310913086,
0.3016386032104492,
0.30312061309814453,
0.3018772602081299,
0.3033442497253418,
0.3016936779022217,
0.30179524421691895,
0.30142927169799805,
0.30111002922058105,
0.3016490936279297,
0.30277013778686523,
0.30155014991760254,
0.33874964714050293,
0.31018900871276855,
0.3018195629119873,
0.30338573455810547,
0.3020026683807373,
0.3049187660217285,
0.306260347366333,
0.30534934997558594,
0.30369997024536133,
0.3036060333251953,
0.30469608306884766,
0.30416250228881836,
0.3031346797943115,
0.3041684627532959,
0.30387187004089355,
0.3032708168029785,
0.304659366607666,
0.30625033378601074,
0.30324816703796387,
0.3040354251861572,
0.3041996955871582,
0.3032054901123047,
0.3038477897644043,
0.3032259941101074,
0.30438971519470215,
0.30245304107666016,
0.30387210845947266,
0.3044555187225342,
0.3034660816192627,
0.30588436126708984,
0.30481767654418945,
0.3037600517272949,
0.3057212829589844,
0.3038144111633301,
0.30292797088623047,
0.30280160903930664,
0.30324673652648926,
0.3039848804473877,
0.3031022548675537,
0.304706335067749,
0.3020966053009033,
0.3026130199432373,
0.3014638423919678,
0.3014183044433594,
0.30216526985168457,
0.30136823654174805,
0.30188441276550293,
0.30324816703796387,
0.3021223545074463,
0.3033871650695801,
0.3019843101501465,
0.30150938034057617,
0.3020761013031006,
0.3021230697631836,
0.3018217086791992,
0.30357837677001953,
0.3018817901611328,
0.3041572570800781,
0.30266451835632324,
0.32372474670410156,
0.30356359481811523,
0.3032073974609375,
0.3043355941772461,
0.30326104164123535,
0.30452704429626465,
0.3052334785461426,
0.3042621612548828,
0.3050692081451416,
0.30564355850219727,
0.30320096015930176,
0.30255985260009766,
0.303086519241333,
0.303447961807251,
0.3032054901123047,
0.3033180236816406,
0.3111531734466553,
0.3032996654510498,
0.3051793575286865,
0.30918073654174805,
0.3238701820373535,
0.30350303649902344,
0.30548858642578125,
0.304091215133667,
0.3031580448150635,
0.30271196365356445,
0.30269598960876465,
0.3036384582519531,
0.304412841796875,
0.30411219596862793,
0.30162763595581055,
0.3026456832885742,
0.3013575077056885,
0.30150771141052246,
0.3019123077392578,
0.3013756275177002,
0.30173683166503906,
0.30126047134399414,
0.3020455837249756,
0.3023037910461426,
0.303297758102417,
0.3010876178741455,
0.3017854690551758,
0.3013193607330322,
0.30159783363342285,
0.3038308620452881,
0.30463123321533203,
0.30378222465515137,
0.3036932945251465,
0.3029961585998535,
0.30223870277404785,
