0.4120216369628906,
0.18637943267822266,
0.17383837699890137,
0.1829843521118164,
0.22675800323486328,
0.19656658172607422,
0.20300555229187012,
0.19411706924438477,
0.19745564460754395,
0.3204340934753418,
0.2405073642730713,
0.19855833053588867,
0.2008838653564453,
0.20182061195373535,
0.20403194427490234,
0.20848512649536133,
0.20005369186401367,
0.19986891746520996,
0.20170283317565918,
0.1961381435394287,
0.19803905487060547,
0.2013235092163086,
0.20291829109191895,
0.2107548713684082,
0.1963186264038086,
0.19584918022155762,
0.2007160186767578,
0.1960597038269043,
0.20155692100524902,
0.20081090927124023,
0.20490527153015137,
0.1941080093383789,
0.19482183456420898,
0.19789576530456543,
0.19439148902893066,
0.2082056999206543,
0.3234844207763672,
0.2742581367492676,
0.2539496421813965,
0.2005770206451416,
0.3150901794433594,
0.1959686279296875,
0.19726967811584473,
0.2045307159423828,
0.2083721160888672,
0.2428295612335205,
0.20319461822509766,
0.19660162925720215,
0.19430112838745117,
0.1945338249206543,
0.19345974922180176,
0.19635272026062012,
0.20762014389038086,
0.1960294246673584,
0.19394540786743164,
0.19350099563598633,
0.19548916816711426,
0.1938328742980957,
0.20517301559448242,
0.20772409439086914,
0.20151686668395996,
0.20309209823608398,
0.2008376121520996,
0.20141124725341797,
0.1941664218902588,
0.1961383819580078,
0.2010178565979004,
0.19797515869140625,
0.1994931697845459,
0.21867799758911133,
0.19824719429016113,
0.19657301902770996,
0.19457435607910156,
0.19094324111938477,
0.20830583572387695,
0.19887614250183105,
0.3319861888885498,
0.32431840896606445,
0.19691252708435059,
0.283771276473999,
0.19339489936828613,
0.22574186325073242,
0.31125736236572266,
0.293642520904541,
0.27455663681030273,
0.3043022155761719,
0.2545802593231201,
0.28113651275634766,
0.21724843978881836,
0.171705961227417,
0.17120838165283203,
0.17068839073181152,
0.17199301719665527,
0.17145133018493652,
0.17090511322021484,
0.17080092430114746,
0.17121481895446777,
0.17174530029296875,
0.17352604866027832,
0.17272257804870605,
0.17192602157592773,
0.1781473159790039,
0.17275381088256836,
0.17747783660888672,
0.17489385604858398,
0.18199706077575684,
0.1733865737915039,
0.17284464836120605,
0.17281508445739746,
0.17592668533325195,
0.17375516891479492,
0.17195820808410645,
0.17315220832824707,
0.1725320816040039,
0.17344331741333008,
0.17264556884765625,
0.17460083961486816,
0.17252659797668457,
0.17982149124145508,
0.17371749877929688,
0.17461442947387695,
0.1740407943725586,
0.17415285110473633,
0.17527246475219727,
0.17614364624023438,
0.17603302001953125,
0.1780853271484375,
0.17484450340270996,
0.17557072639465332,
0.17642974853515625,
0.17524075508117676,
0.3612642288208008,
0.26799440383911133,
0.24665474891662598,
0.23790240287780762,
0.23387813568115234,
0.23364973068237305,
0.30826520919799805,
0.3131110668182373,
0.20078277587890625,
0.2009735107421875,
0.1987922191619873,
0.21560454368591309,
0.19707179069519043,
0.20097613334655762,
0.19859766960144043,
0.1992034912109375,
0.20964813232421875,
0.1994643211364746,
0.20487046241760254,
0.2017512321472168,
0.2017958164215088,
0.20098042488098145,
0.20222926139831543,
0.20426177978515625,
0.2039799690246582,
0.2024977207183838,
0.2008514404296875,
0.20126962661743164,
0.20337843894958496,
0.20290136337280273,
0.20419979095458984,
0.20940923690795898,
0.3210456371307373,
0.2079176902770996,
0.20414280891418457,
0.2067561149597168,
0.20136404037475586,
0.2064499855041504,
0.20153069496154785,
0.20082831382751465,
0.20150160789489746,
0.20040249824523926,
0.2024831771850586,
0.22147250175476074,
0.20076775550842285,
0.20540332794189453,
0.20118355751037598,
0.20268869400024414,
0.20084595680236816,
0.20510458946228027,
0.20204830169677734,
0.20235824584960938,
0.20624756813049316,
0.20091629028320312,
0.21090054512023926,
0.19944500923156738,
0.1993696689605713,
0.20044779777526855,
0.19921398162841797,
0.19849801063537598,
0.20827150344848633,
0.2025918960571289,
0.21738123893737793,
0.20113110542297363,
0.20322537422180176,
0.20236992835998535,
0.20740270614624023,
0.2024834156036377,
0.20202088356018066,
0.2026674747467041,
0.19974470138549805,
0.20370101928710938,
0.2034463882446289,
0.20307683944702148,
0.2011713981628418,
0.2107844352722168,
0.20461153984069824,
0.20571398735046387,
0.20333528518676758,
0.2100963592529297,
0.20450997352600098,
0.2097785472869873,
0.2037944793701172,
0.20422625541687012,
0.22474980354309082,
0.20306634902954102,
0.20314621925354004,
0.2026383876800537,
0.20214056968688965,
0.2017993927001953,
0.2141263484954834,
0.2106618881225586,
0.2053220272064209,
0.20124340057373047,
0.2039470672607422,
0.199476957321167,
0.20752167701721191,
0.20155000686645508,
0.22928071022033691,
0.2022840976715088,
0.20845246315002441,
0.20460295677185059,
0.22305798530578613,
0.19946575164794922,
0.20865702629089355,
0.20578217506408691,
0.19791531562805176,
0.19973540306091309,
0.20274806022644043,
0.20073485374450684,
0.20161175727844238,
0.19941020011901855,
0.20146584510803223,
0.19891977310180664,
0.1986846923828125,
0.2001032829284668,
0.20306825637817383,
0.197113037109375,
0.19736027717590332,
0.19844698905944824,
0.20527052879333496,
0.19978880882263184,
0.19790887832641602,
0.19799494743347168,
0.1994023323059082,
0.2119920253753662,
0.20187926292419434,
0.19806671142578125,
0.19968509674072266,
0.1968691349029541,
0.1979537010192871,
0.19740986824035645,
0.19648122787475586,
0.19603323936462402,
0.19565510749816895,
0.2038743495941162,
0.19717121124267578,
0.19644880294799805,
0.2194674015045166,
0.1935586929321289,
0.1956632137298584,
0.1958634853363037,
0.19269871711730957,
0.21581053733825684,
0.19333934783935547,
0.1943519115447998,
0.2861037254333496,
0.26379823684692383,
0.2473292350769043,
0.20449376106262207,
0.20717835426330566,
0.20513463020324707,
0.20487475395202637,
0.19832634925842285,
0.1992478370666504,
0.20038509368896484,
0.20051288604736328,
